"Front","Back"
"Pen through the line - এর সঠিক অনুবাদ","লাইনটি কেটে দাও<br><br><strong>ব্যাখ্যা:</strong> কোনো শব্দ বা বাক্য কেটে দেয়া বোঝাতে <b>Pen through</b> ব্যবহার হয়। 'Pen through the line'-এর বাংলা হলো 'লাইনটি কেটে দাও'।"
"নিচের কোনটি শরৎ সাহিত্যের চরিত্র নয়?","সুরবালা<br><br><strong>ব্যাখ্যা:</strong><ul><li>শরৎচন্দ্র চট্টোপাধ্যায়ের সার্থক ছোটগল্প ‘মহেশ', যার প্রধান চরিত্র হলো: গফুর, আমেনা, মহেশ।</li><li>শরৎচন্দ্র চট্টোপাধ্যায়ের 'দেনা-পাওনা' (১৯২৩) উপন্যাসের প্রধান চরিত্র হলো জীবনানন্দ ও ষোড়শী।</li><li>শরৎচন্দ্র চট্টোপাধ্যায় রচিত 'চরিত্রহীন' উপন্যাসটির চারটি নারী চরিত্র রয়েছে যার মধ্যে দুটি প্রধান চরিত্র হলো সাবিত্রী ও কিরণময়ী।</li><li><b>অন্যদিকে:</b> রবীন্দ্রনাথ ঠাকুর রচিত 'একরাত্রি' ছোটগল্পের চরিত্র '<b>সুরবালা</b>'।</li></ul>"
"সারাংশ কোন পুরুষে লিখতে হয়?","প্রথম<br><br><strong>ব্যাখ্যা:</strong><ul><li>সারাংশ <b>প্রথম পুরুষে</b> লিখতে হয়।</li><li>মূল রচনায় উক্তি-প্রত্যুক্তি থাকলে তা প্রথম পুরুষে রূপান্তরিত করে লিখতে হবে।</li><li><b>প্রথম পুরুষ বা নাম পুরুষ:</b> যে সর্বনামের দ্বারা বক্তা বা শ্রোতা ছাড়া অন্য ব্যক্তি বা ব্যক্তিবর্গকে বোঝায়, তাকে প্রথম পুরুষ বা নাম পুরুষ বলে। - আমি ও তুমি এবং এদের দলভুক্ত অন্যান্য সর্বনাম ছাড়া যাবতীয় সর্বনাম পদ প্রথম পুরুষ বা নাম পুরুষ।- যেমন: সে, তাকে, তাঁর, তিনি ইত্যাদি।</li></ul>"
"'নিমরাজি' শব্দের 'নিম' কোন উপসর্গ?","বিদেশি উপসর্গ<br><br><strong>ব্যাখ্যা:</strong><ul><li>‘নিমরাজি’ শব্দে 'নিম' উপসর্গটি <b>ফারসি (বিদেশি)</b> উপসর্গযোগে গঠিত একটি শব্দ।</li><li><b>উপসর্গ:</b> বাংলা ভাষায় যেসব শব্দখণ্ড বা শব্দাংশ ধাতুর পূর্বে বসে নতুন শব্দ গঠন করে, সেগুলোকে বলে উপসর্গ।</li><li><b>বাংলা ভাষায় ব্যবহৃত উপসর্গ তিন প্রকার:</b><br>১. খাঁটি বাংলা উপসর্গ (২১টি)<br>২. সংস্কৃত বা তৎসম উপসর্গ (২০টি)<br>৩. বিদেশি উপসর্গ (অনির্দিষ্ট)</li><li><b>বিদেশি উপসর্গের উদাহরণ:</b><ul><li><b>আরবি:</b> আম, খাস, লা, গর, বাজে, খয়ের।</li><li><b>ফারসি:</b> কার, দর, না, <b>নিম</b>, ফি, বদ, বে, বর, ব, কম।</li><li><b>উর্দু-হিন্দি:</b> হর, হরেক।</li><li><b>ইংরেজি:</b> হেড, সাব, ফুল, হাফ।</li></ul></li></ul>"
"'কী হেতু এসেছ তুমি, কহ বিস্তারিয়া' 'হেতু' অনুসর্গটি কী অর্থে প্রকাশ করেছে?","নিমিত্ত<br><br><strong>ব্যাখ্যা:</strong><ul><li>""কী হেতু এসেছ তুমি, কহ বিস্তারিয়া’ বাক্যে ‘হেতু’ অনুসর্গটি '<b>নিমিত্ত</b>' অর্থ প্রকাশ করছে।</li><li>উল্লেখ্য যে, 'নিমিত্ত' শব্দের অর্থ- উপলক্ষ; উদ্দেশ্য; প্রয়োজন।</li></ul>"
"উপসর্গের কাজ কী?","নতুন শব্দ গঠন করা<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>উপসর্গ:</b> যেসব অর্থহীন শব্দাংশ অন্য শব্দের শুরুতে বসে <b>নতুন শব্দ গঠন করে</b>, সেগুলোকে উপসর্গ বলে।</li><li>অজানা (অ+জানা), অভিযোগ (অভি+যোগ), বেতার (বে+তার) প্রভৃতি শব্দের ‘অ’, ‘অভি’, ‘বে’ হলো উপসর্গ।</li><li>উপসর্গের কাজ নতুন শব্দ তৈরি করা।</li><li>উপসর্গের নিজের অর্থ নেই; কিন্তু নতুন নতুন অর্থবোধক শব্দ তৈরিতে উপসর্গ গুরুত্বপূর্ণ ভূমিকা রাখে। এজন্য বলা হয় ""উপসর্গের অর্থ নেই, কিন্তু অর্থের দ্যোতনা তৈরি করার ক্ষমতা আছে""।</li></ul>"
"কোন কবির মাতাও একজন কবি?","জীবনানন্দ দাশ<br><br><strong>ব্যাখ্যা:</strong><ul><li>'<b>জীবনানন্দ দাশ</b>' -এর মাতা <b>কুসুমকুমারী দাশ</b>-ও ছিলেন একজন কবি।</li><li><b>জীবনানন্দ দাশ:</b><ul><li>জীবনানন্দ দাশ একজন কবি ও শিক্ষাবিদ।</li><li>তিনি ১৮৯৯ সালের ১৭ ফেব্রুয়ারি বরিশালে জন্মগ্রহণ করেন। ...</li><li>তাঁর পিতা সত্যানন্দ দাশ ছিলেন স্কুলশিক্ষক ও সমাজসেবক...</li><li>মাতা কুসুমকুমারী দাশ ছিলেন একজন কবি।</li><li>'রূপসী বাংলার কবি' বলা হয় জীবনানন্দ দাশকে।</li></ul></li><li><b>তাঁর উপাধি সমূহ:</b><ul><li>ধূসরতার কবি</li><li>তিমির হননের কবি</li><li>রূপসী বাংলার কবি</li><li>নির্জনতার কবি।</li></ul></li><li><b>তাঁর রচিত কয়েকটি কাব্যগ্রন্থ:</b> ঝরাপালক, ধূসর পাণ্ডুলিপি, বনলতা সেন, মহাপৃথিবী, সাতটি তারার তিমির, রূপসী বাংলা ইত্যাদি।</li></ul>"
"'মুক্তি পেতে ইচ্ছুক' এক কথায় কী বলে?","মুমুক্ষু<br><br><strong>ব্যাখ্যা:</strong><ul><li>‘মুক্তি পেতে ইচ্ছুক’ এক কথায় বলে - <b>মুমুক্ষু</b>।</li><li>‘মুক্তি লাভের ইচ্ছা’ এক কথায় বলে - মুমুক্ষা।</li><li>‘মর্মকে পীড়া দেয় যে’ এক কথায় বলে - মর্মন্তুদ।</li><li>‘মরতে বসেছে যে’ এক কথায় বলে - মুমূর্ষু।</li></ul>"
"দুটি বাক্যের মধ্যে অর্থের সম্বন্ধ থাকলে কোন বিরাম চিহ্ন বসে?","সেমিকোলন<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>সেমিকোলন-চিহ্ন ( ; ):</b> সেমিকোলন বা অর্ধচ্ছেদ হলো বাক্যের মধ্যে ব্যবহৃত এক ধরনের বাক্রান্তর্গত চিহ্ন।</li><li>একাধিক বাক্যের মধ্যে অর্থের নিকট-সম্বন্ধ থাকলে বাক্যগুলোকে একটু বেশি থামার চিহ্ন দিয়ে ভাগ করতে হয়।</li><li>এর জন্য <b>সেমিকোলন</b> বসে।</li><li>'কমা' অপেক্ষা বেশি বিরতির প্রয়োজন হলে সেমিকোলন বসে।</li><li><b>যেমন:</b> কোনো বইয়ের সমালোচনা করা সহজ; কিন্তু বই লেখা অত সহজ না।</li></ul>"
"'বন্ধন' শব্দের সঠিক অক্ষর বিন্যাস নিচের কোনটি?","বন্‌ + ধন্‌<br><br><strong>ব্যাখ্যা:</strong><ul><li>বন্ধন (বিশেষ্য)<br>{(তৎসম বা সংস্কৃত) √বন্ধ্ + অন(ল্যুট্‌)}</li><li>এর সঠিক অক্ষর বিন্যাস - বন্‌ধন্‌ = <b>বন্‌ + ধন্‌</b></li><li><b>অর্থ:</b> বাঁধন, অবরোধ; আটক; কয়েদ, আবেষ্টন; বদ্ধভাব (বেণী - বন্ধন), নির্মাণ; গ্রন্থন (সেতু - বন্ধন), নিয়ন্ত্রণ; সংযম; নিরোধ।</li></ul>"
"চীন থেকে ভারতবর্ষে আসা প্রথম পর্যটকের নাম কী?","ফা -হিয়েন<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>ফা-হিয়েন:</b><ul><li>চীন থেকে ভারতবর্ষে আসা প্রথম পর্যটকের নাম <b>ফা-হিয়েন</b>।</li><li>পাঁচ শতকের সূচনায় তিনি ভারত ভ্রমণ করেন।</li><li>এ সময় গুপ্ত বংশীয়রা বাংলার অংশবিশেষসহ ভারত শাসন করছিলেন।</li><li>ফা-হিয়েন ৩৯৯ খ্রিস্টাব্দে চীন থেকে যাত্রা শুরু করেন।</li><li>...তিনি দীর্ঘ দুবছর তাম্রলিপ্তিতে বৌদ্ধ ধর্মগ্রন্থের অনুলিপি তৈরি ও বৌদ্ধ মূর্তির ছবি আঁকেন।</li></ul></li></ul>"
"বর্তমান দেশের কোন বিভাগে স্বাক্ষরতার হার সবচেয়ে বেশি?","ঢাকা<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>জনশুমারি ও গৃহগণনা ২০২২:</b><ul><li>...ষষ্ঠ জনশুমারি ও গৃহগণনা ২০২২ অনুষ্ঠিত হয় : ১৫-২১ জুন ২০২২।</li><li>এটি দেশের প্রথম ডিজিটাল শুমারি।</li><li>...</li><li>স্বাক্ষরতার হার (৭ বছর বা তদূর্ধ্ব) - ৭৪.৮০%।</li><li>...</li><li>বিভাগভিত্তিক স্বাক্ষরতার হার সবচেয়ে বেশি <b>ঢাকা বিভাগে (৭৮.২৪%)</b>।</li><li>বিভাগভিত্তিক স্বাক্ষরতার হার সবচেয়ে কম ময়মনসিংহ বিভাগে (৬৭.২৩%)।</li><li>সাক্ষরতার হারে শীর্ষ জেলা পিরোজপুর (৮৫.৫৩%)।</li><li>সাক্ষরতার হারে সর্বনিম্ন জেলা জামালপুর (৬১.৭০%)।</li></ul></li></ul>"
"বাংলাদেশ সরকারের বৈদেশিক অর্থায়ন সংক্রান্ত বিষয়ে অর্থ মন্ত্রণালয়ের কোন বিভাগ দায়িত্ব পালন করে?","অর্থনৈতিক সম্পর্ক বিভাগ<br><br><strong>ব্যাখ্যা:</strong><ul><li>বাংলাদেশ সরকারের বৈদেশিক অর্থায়ন সংক্রান্ত বিষয়ে অর্থ মন্ত্রণালয়ের <b>অর্থনৈতিক সম্পর্ক বিভাগ (ERD)</b> দায়িত্ব পালন করে।</li><li><b>অর্থ মন্ত্রণালয়ের বিভাগ:</b> অর্থ মন্ত্রণালয় নিম্নোক্ত চারটি বিভাগের সমন্বয়ে গঠিত। যথা -<br>১. আর্থিক প্রতিষ্ঠান বিভাগ (এফআইডি)।<br>২. অর্থ বিভাগ (এফডি)।<br>৩. অর্থনৈতিক সম্পর্ক বিভাগ (ইআরডি)।<br>৪. অভ্যন্তরীণ সম্পদ বিভাগ (আইআরডি)।</li><li><b>অর্থনৈতিক সম্পর্ক বিভাগের কাজ:</b> বৈদেশিক সহায়তার প্রয়োজনীয়তা নিরূপণ, সহায়তা সংগ্রহের জন্য প্রয়োজনীয় যোগাযোগ স্থাপন, নেগোসিয়েশনের কৌশল নির্ধারণ, চুক্তি সম্পাদনের মাধ্যমে বৈদেশিক সহায়তা প্রাপ্তি নিশ্চিত করণ, বৈদেশিক অর্থনৈতিক নীতি প্রণয়ন ও বাস্তবায়ন ইত্যাদি।</li></ul>"
"কোন দেশে প্রথম 'আরব বসন্ত'-এর সূচনা হয়?","তিউনিসিয়া<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>আরব বসন্ত (Arab Spring):</b><ul><li>মধ্যপ্রাচ্য ও উত্তর আফ্রিকার কয়েকটি দেশে রাজতন্ত্র ও একনায়কতন্ত্র উচ্ছেদ করে গণতন্ত্র প্রতিষ্ঠার যে আন্দোলন ২০১০ সালে শুরু হয়, সেগুলোকে একত্রে আরব বসন্ত বলে।</li><li>আরব বসন্তের শুরু হয়েছিল আফ্রিকার দেশ <b>তিউনিসিয়ায়</b>। এই কারণে তিউনিসিয়াকে আরব বসন্তের সূতিকাগার বলা হয়।</li><li>পশ্চিমা সংবাদ মাধ্যম ২০১১ সালে প্রথম মধ্যপ্রাচ্য ও উত্তর আফ্রিকায় স্বৈরশাসনের বিরুদ্ধে এবং গণতন্ত্র প্রতিষ্ঠার জন্য সংঘটিত গণআন্দোলনকে “আরব বসন্ত” ( Arab Spring ) আখ্যা দেয়।</li></ul></li></ul>"
"ECNEC-এর বর্তমান সভাপতি কে?","প্রধানমন্ত্রী<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>ECNEC:</b><ul><li>ECNEC-এর পূর্ণ অভিব্যক্তি - <b>Executive Committee of the National Economic Council</b>.</li><li>একনেক ১৯৮২ সালে গঠিত হয়।</li><li>এর চেয়ারম্যান বা সভাপতি হলেন <b>প্রধানমন্ত্রী</b>।</li><li>বিকল্প সভাপতি হলেন- অর্থমন্ত্রী।</li><li>সদস্য হলেন- পরিকল্পনা মন্ত্রী।</li></ul></li></ul>"
"বাংলাদেশে মহাকাশ গবেষণা ও দূর অনুধাবন প্রতিষ্ঠান কোন মন্ত্রণালয়ের অধীন?","প্রতিরক্ষা মন্ত্রণালয়<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>স্পারসো (SPARRSO):</b><ul><li>বাংলাদেশ মহাকাশ গবেষণা ও দূর অনুধাবন প্রতিষ্ঠান (স্পারসো) ... একটি সংবিধিবদ্ধ প্রতিষ্ঠান।</li><li>...</li><li>১৯৮০ সালে বিজ্ঞান ও প্রযুক্তি বিভাগের অধীন স্পারসো প্রতিষ্ঠিত হয়।</li><li>১৯৮৫ সালে প্রতিষ্ঠানটি <b>প্রতিরক্ষা মন্ত্রণালয়ের</b> অধীন স্থানান্তর করা হয়।</li><li>১৯৯১ সালে বাংলাদেশ জাতীয় সংসদের ২৯ নম্বর আইন দ্বারা স্পারসোকে সংবিধিবদ্ধ প্রতিষ্ঠানে রূপান্তর করা হয়।</li></ul></li></ul>"
"OIC'র প্রধান কার্যালয় কোথায় অবস্থিত?","জেদ্দা<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>OIC:</b><ul><li>ইসলামিক সহযোগিতা সংস্থা (OIC - The Organisation of Islamic Cooperation) হলো মুসলিম দেশগুলোর একটি রাজনৈতিক জোট যা ১৯৬৯ সালের ২৫ সেপ্টেম্বর মরক্কোতে অনুষ্ঠিত রাবাত সম্মেলনের মাধ্যমে গঠিত হয়।</li><li>OIC-এর বর্তমান সদস্য সংখ্যা ৫৭টি।</li><li>...</li><li>OIC-এর সদর দপ্তর সৌদি আরবের <b>জেদ্দায়</b> অবস্থিত।</li><li>OIC-এর বর্তমান মহাসচিব, এইচ. ই. হিসেইন ইব্রাহিম তাহা (১২ তম)।</li><li>মহাসচিবের মেয়াদ- ৫ বছর।</li><li>অফিসিয়াল ভাষা- তিনটি (আরবি, ইংরেজি, ফ্রেঞ্চ)।</li></ul></li></ul>"
"একটি ঘরের দৈর্ঘ্য ২ মিটার, প্রস্থ ১ মিটার ও উচ্চতা শূন্য হলে ক্ষেত্রটি কী হবে?","দ্বি-মাত্রিক<br><br><strong>ব্যাখ্যা:</strong> ক্ষেত্রটির উচ্চতা শূন্য অর্থাৎ উচ্চতা নেই।<br>যেহেতু ক্ষেত্রটির শুধু দৈর্ঘ্য ও প্রস্থ আছে, ক্ষেত্রটি <b>দ্বি-মাত্রিক</b> হবে।<br>[যেসব বস্তু বা ক্ষেত্রের শুধু দৈর্ঘ্য ও প্রস্থ আছে কিন্তু উচ্চতা নেই তাদের দ্বিমাত্রিক বস্তু বা ক্ষেত্র বলে।]"
"একটি পেনসিলের ওজন ৫ গ্রাম। এটির ওজন মিলিগ্রামে কত হবে?","৫০০০ (অপশনে সঠিক উত্তর নেই)<br><br><strong>ব্যাখ্যা:</strong> আমরা জানি,<br>১ গ্রাম = ১০০০ মিলিগ্রাম<br>∴ ৫ গ্রাম = ৫ × ১০০০ = <b>৫০০০ মিলিগ্রাম</b>"
"বর্গক্ষেত্রের এক বাহু ৪ মিটার হলে কর্ণ কত মিটার?","৪√২<br><br><strong>ব্যাখ্যা:</strong> বর্গক্ষেত্রের কর্ণের দৈর্ঘ্য = √2 × বাহু = √2 × ৪ = <b>4√2</b> মিটার।"
"0.5 + 0.05 + 0.005 × 0.5 × 0.05 × 0.005 = কত?","0.550000625<br><br><strong>ব্যাখ্যা:</strong><br>0.5 + 0.05 + (0.005 × 0.5 × 0.05 × 0.005)<br>= 0.5 + 0.05 + 0.000000625<br>= <b>0.550000625</b>"
"যে চতুর্ভুজের কেবল দুইটি বিপরীত বাহু পরস্পর সমান্তরাল তাকে কী বলে?","ট্রাপিজিয়াম<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>ট্রাপিজিয়াম:</b> যে চতুর্ভুজের একজোড়া বিপরীত বাহু সমান্তরাল তাকে <b>ট্রাপিজিয়াম</b> বলে। ... উল্লেখ্য যে ট্রাপিজিয়ামের সমান্তরাল বাহু কখনো সমান হয় না।</li><li><b>সামান্তরিক:</b> যে চতুর্ভুজের বিপরীত বাহুগুলো সমান ও সমান্তরাল কিন্তু কোণগুলো সমকোণ নয় তাকে সামান্তরিক বলে।</li><li><b>রম্বস:</b> যে চতুর্ভুজের চারটি বাহু সমান ও সমান্তরাল কিন্তু কর্ণ দুইটি অসমান তথা কোণগুলো সমকোণ নয় তাকে রম্বস বলে।</li></ul>"
"একটি দেশের জিডিপির পরিমাণ ৭.৫ বিলিয়ন মার্কিন ডলার। ঐ দেশের মোট জনসংখ্যা ১.৮৫ মিলিয়ন হলে মাথাপিছু জিডিপির পরিমাণ নিকটতম কত মার্কিন ডলার?","৪০৫৪<br><br><strong>ব্যাখ্যা:</strong><br>জিডিপির পরিমাণ = ৭.৫ বিলিয়ন = ৭,৫০০,০০০,০০০ ডলার<br>জনসংখ্যা = ১.৮৫ মিলিয়ন = ১,৮৫০,০০০ জন<br>মাথাপিছু জিডিপি = (মোট জিডিপি) / (মোট জনসংখ্যা)<br>= ৭,৫০০,০০০,০০০ / ১,৮৫০,০০০<br>= <b>৪০৫৪.০৫৪১</b>...<br>নিকটতম পূর্ণ সংখ্যা = ৪০৫৪ মার্কিন ডলার।"
"পর পর তিনটি সংখ্যার গুণফল ১২০ হলে তাদের যোগফল হবে","১৫<br><br><strong>ব্যাখ্যা:</strong><br>১২০ = ২ × ২ × ২ × ৩ × ৫<br>= (২ × ২) × ৫ × (২ × ৩)<br>= ৪ × ৫ × ৬<br>সুতরাং, সংখ্যা তিনটি হলো ৪, ৫, ও ৬।<br>এদের যোগফল = ৪ + ৫ + ৬ = <b>১৫</b>।"
"কাগজ ও কলমের মূল্য একত্রে ২৪০ টাকা। কাগজের মূল্য কলমের মূল্য অপেক্ষা ৪০ টাকা কম হলে কলমের মূল্য কত?","১৪০ টাকা<br><br><strong>ব্যাখ্যা:</strong><br>ধরি, কলমের মূল্য = ক টাকা<br>তাহলে, কাগজের মূল্য = (ক - ৪০) টাকা<br>প্রশ্নমতে,<br>ক + (ক - ৪০) = ২৪০<br>⇒ ২ক - ৪০ = ২৪০<br>⇒ ২ক = ২৪০ + ৪০<br>⇒ ২ক = ২৮০<br>⇒ ক = ২৮০ / ২<br>∴ ক = <b>১৪০</b><br>∴ কলমের মূল্য = ১৪০ টাকা।"
"যদি x + 5y = 24 এবং x = 3y হয় তাহলে y-এর মান কত?","3<br><br><strong>ব্যাখ্যা:</strong><br>দেওয়া আছে, x + 5y = 24<br>এবং x = 3y<br>x-এর মান প্রথম সমীকরণে বসিয়ে পাই,<br>(3y) + 5y = 24<br>⇒ 8y = 24<br>⇒ y = 24 / 8<br>∴ y = <b>3</b>"
"১২০ টাকা দিয়ে একটি পণ্য কিনে ১০০ টাকায় বিক্রয় করলে ক্ষতির পরিমাণ কত?","১৬.৬৭%<br><br><strong>ব্যাখ্যা:</strong><br>ক্ষতি = ক্রয়মূল্য - বিক্রয়মূল্য = ১২০ - ১০০ = ২০ টাকা<br>ক্ষতির হার = (মোট ক্ষতি / ক্রয়মূল্য) × ১০০%<br>= (২০ / ১২০) × ১০০%<br>= (১ / ৬) × ১০০%<br>= <b>১৬.৬৭%</b> (প্রায়)"
"১২টি বই থেকে ৫টি বই কত প্রকারে বাছাই করা যায় যেখানে ২টি বই সর্বদা অন্তর্ভুক্ত থাকবে?","১২০<br><br><strong>ব্যাখ্যা:</strong><br>যেহেতু ২টি বই সর্বদা অন্তর্ভুক্ত থাকবে, তাই আমাদের বাছাই করতে হবে বাকি (৫ - ২) = ৩টি বই।<br>এই ৩টি বই বাছাই করতে হবে বাকি (১২ - ২) = ১০টি বই থেকে।<br>∴ বাছাই করার উপায় = ¹⁰C₃ (১০ কম্বিনেশন ৩)<br>= (১০ × ৯ × ৮) / (৩ × ২ × ১)<br>= ৭২০ / ৬<br>= <b>১২০</b> উপায়ে।"
"১ মিলিয়ন = কত বিলিয়ন?","০.০০১ বিলিয়ন<br><br><strong>ব্যাখ্যা:</strong><br>আমরা জানি, ১০০০ মিলিয়ন = ১ বিলিয়ন<br>⇒ ১ মিলিয়ন = ১ / ১০০০ বিলিয়ন<br>= <b>০.০০১ বিলিয়ন</b>"
"১ নটিক্যাল মাইল = কত কিলোমিটার?","১.৮৫২<br><br><strong>ব্যাখ্যা:</strong> ১ নটিক্যাল মাইল = <b>১.৮৫২</b> কিলোমিটার।"
"x < 4 হলে নিচের কোন মানটি x-এর জন্য সত্য হতে পারে? (অপশন: 0, 3, -4)","সবগুলো<br><br><strong>ব্যাখ্যা:</strong> x < 4 বলতে বোঝায়, x-এর মান 4-এর চেয়ে ছোট যেকোনোটি হতে পারে। অপশনে উল্লিখিত (0, 3, -4) তিনটি মানই 4-এর চেয়ে ছোট। সুতরাং, <b>সবগুলো</b> মানই গ্রহণযোগ্য।"
"কোন লঘিষ্ঠ সংখ্যার সাথে ৩ যোগ করলে যোগফল ২৪, ৩৬ ও ৪৮ দ্বারা বিভাজ্য হবে?","১৪১<br><br><strong>ব্যাখ্যা:</strong><br>নির্ণেয় সংখ্যাটি হবে ২৪, ৩৬ ও ৪৮-এর ল.সা.গু. অপেক্ষা ৩ কম।<br>এখন, ২৪, ৩৬ এবং ৪৮-এর ল.সা.গু. = ১৪৪<br>∴ লঘিষ্ঠ সংখ্যাটি = ১৪৪ - ৩ = <b>১৪১</b>।"
"একটি ট্রেনের দৈর্ঘ্য ২০০ মিটার। ট্রেনটির গতি ঘণ্টায় ১০০ কিলোমিটার হলে ৩০ মিনিটে কত দূরত্ব অতিক্রম করবে?","৫০ কিলোমিটার<br><br><strong>ব্যাখ্যা:</strong><br>ট্রেনটির গতি ঘণ্টায় ১০০ কিমি, অর্থাৎ ৬০ মিনিটে যায় ১০০ কিমি।<br>১ মিনিটে যায় = ১০০ / ৬০ কিমি<br>∴ ৩০ মিনিটে যায় = (১০০ × ৩০) / ৬০ কিমি<br>= ৩০০০ / ৬০ কিমি<br>= <b>৫০ কিমি</b><br>(ট্রেনের দৈর্ঘ্য ২০০ মিটার - এই তথ্যটি এই প্রশ্নের সমাধানের জন্য অপ্রাসঙ্গিক।)"
"1² + 2² + 3² + ... + x² এর মান কত?","{x(x+1)(2x+1)}/6<br><br><strong>ব্যাখ্যা:</strong> প্রথম n সংখ্যক স্বাভাবিক সংখ্যার বর্গের যোগফলের সূত্র হলো:<br><b>{n(n + 1)(2n + 1)} / 6</b><br>এখানে n = x, সুতরাং যোগফল = <b>{x(x+1)(2x+1)}/6</b>"
"১ হতে ২০ পর্যন্ত সংখ্যাগুলোর যোগফল কত?","২১০<br><br><strong>ব্যাখ্যা:</strong><br>প্রথম n সংখ্যক স্বাভাবিক সংখ্যার যোগফল = n(n + 1) / 2<br>এখানে n = ২০<br>∴ যোগফল = {২০(২০ + ১)} / ২<br>= (২০ × ২১) / ২<br>= ৪২০ / ২<br>= <b>২১০</b>"
"একটি রাশি অপর রাশির ৬৪% হলে রাশি দুটির অনুপাত কত?","১৬:২৫<br><br><strong>ব্যাখ্যা:</strong><br>ধরি, অপর রাশিটি = ১০০<br>তাহলে, একটি রাশি = ১০০-এর ৬৪% = ৬৪<br>∴ রাশি দুটির অনুপাত = ৬৪ : ১০০<br>= (৬৪ ÷ ৪) : (১০০ ÷ ৪)<br>= <b>১৬ : ২৫</b>"
"বাজারে কফির দাম ১০% কমে যাওয়ায় কফির ব্যবহার কত ভাগ বৃদ্ধি করলে কফি বাবদ খরচ একই থাকবে?","১০০/৯ %<br><br><strong>ব্যাখ্যা:</strong><br>১০% কমে যাওয়ায়, বর্তমান মূল্য = ১০০ - ১০ = ৯০ টাকা।<br>খরচ অপরিবর্তিত রাখতে, ৯০ টাকায় খরচ বাড়াতে হবে = ১০ টাকা<br>১ টাকায় বাড়াতে হবে = ১০ / ৯০ টাকা<br>∴ ১০০ টাকায় বাড়াতে হবে = (১০ × ১০০) / ৯০ টাকা<br>= ১০০০ / ৯০ %<br>= <b>১০০ / ৯ %</b>"
"মানুষের দেহের রক্তরসে শতকরা কত ভাগ পানি থাকে?","৯০% (বা ৯১-৯২%)<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>রক্ত:</b> রক্ত এক ধরনের ক্ষারীয়, ঈষৎ লবণাক্ত এবং লালবর্ণের তরল যোজক টিস্যু। ...</li><li><b>রক্তের উপাদান দুটি:</b><br><b>১. রক্তরস (Plasma):</b> রক্তরস রক্তের তরল অংশ, এর রং ঈষৎ হলুদাভ। এর প্রায় <b>৯১-৯২%</b> অংশ পানি এবং ৮-৯% অংশ জৈব ও অজৈব পদার্থ।<br>[বিজ্ঞান, নবম-দশম শ্রেণির তথ্য অনুযায়ী পানি <b>৯০%</b>]<br><b>২. রক্তকণিকা:</b> ...</li></ul>"
"নিম্নের কোন রোগ দুটি অসংক্রামক ব্যাধি?","ক্যান্সার ও স্ট্রোক<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>স্ট্রোক</b> হলো মস্তিষ্কের রক্তনালির একটি রোগ। ... এটি অসংক্রামক।</li><li><b>ক্যান্সার</b> কোষের অস্বাভাবিক বৃদ্ধিজনিত রোগ, এটিও অসংক্রামক।</li><li>বাংলাদেশে ৫৯ ভাগ মৃত্যুর কারণ অসংক্রামক রোগ। এর মধ্যে হৃদ্‌রোগে ১৭ ভাগ, ... ক্যান্সারে ১০ ভাগ, ডায়াবেটিসে ৩ ভাগ...</li><li>আমাশয়, কলেরা ও টাইফয়েড তিনটিই ব্যাকটেরিয়া বা জীবাণু দ্বারা সংক্রমিত হয় (এগুলো সংক্রামক)।</li><li>সুতরাং, <b>ক্যান্সার ও স্ট্রোক</b> অসংক্রামক ব্যাধি।</li></ul>"
"নিচের কোনটির সাহায্যে সমুদ্রের গভীরতা নির্ণয় করা হয়?","প্রতিধ্বনি<br><br><strong>ব্যাখ্যা:</strong><ul><li><b>সমুদ্রের গভীরতা নির্ণয়:</b> <b>প্রতিধ্বনি</b>র সাহায্যে সমুদ্রের গভীরতা নির্ণয় করা হয়।</li><li>কোনো শব্দ উৎস থেকে শব্দ করা হলে তা কোনো কঠিন তলে বাধাপ্রাপ্ত হয়ে আবার যদি শব্দের উৎসের নিকট ফিরে আসে, তখন সেই শব্দের পুনরাবৃত্তি শোনা যায়, শব্দের এই পুনরাবৃত্তিকে শব্দের প্রতিধ্বনি বলে।</li><li>ফ্যাদোমিটার যন্ত্র ব্যবহার করে সমুদ্রের গভীরতা মাপা হয় (যা প্রতিধ্বনি নীতিতে কাজ করে)।</li></ul>"
